province_code,year_be,has_actual_data,generated_ton_day,recycled_ton_day,disposed_correct_ton_day,disposed_incorrect_ton_day,residual_ton,pct_recycled,pct_disposed_correct,pct_disposed_incorrect,generated_million_ton_yr,recycled_million_ton_yr,disposed_correct_million_ton_yr,disposed_incorrect_million_ton_yr,residual_million_ton_yr
54,2558,True,1043.0,94.0,144.0,805.0,118232.0,9.01,13.81,77.18,0.38,0.03,0.05,0.3,0.12
30,2558,True,631.0,194.0,159.0,278.0,5444.25,30.74,25.2,44.06,,,,,
42,2558,True,449.0,82.0,48.0,319.0,26384.4,18.26,10.69,71.05,0.16,0.03,0.02,0.11,0.02
46,2558,True,219.0,80.0,45.0,94.0,732.3,36.53,20.55,42.92,0.08,0.03,0.02,0.03,0.0
64,2559,True,541.08,137.03,157.74,246.31,193975.0,25.33,29.15,45.52,0.2,0.05,0.06,0.09,0.19
1,2559,True,11530.0,1320.0,10210.0,0.0,0.0,11.45,88.55,0.0,4.21,0.48,3.73,0.0,0.0
56,2559,True,845.25,169.35,24.2,651.7,223948.0,20.04,2.86,77.1,0.31,0.06,0.01,0.24,0.22
34,2559,True,978.79,379.15,116.0,483.64,17433.0,38.74,11.85,49.41,0.36,0.14,0.04,0.18,0.02
49,2559,True,671.99,131.29,151.12,389.58,6119.0,19.54,22.49,57.97,0.25,0.05,0.06,0.14,0.0
28,2559,True,1946.02,561.35,187.92,1196.75,755904.0,28.85,9.66,61.5,0.71,0.2,0.07,0.44,0.76
13,2559,True,550.74,23.17,239.56,288.01,52721.0,4.21,43.5,52.3,0.2,0.01,0.09,0.1,0.05
15,2559,True,751.12,12.41,6.0,732.71,1242000.0,1.65,0.8,97.55,0.27,0.0,0.0,0.27,1.24
11,2559,True,2619.72,301.9,959.5,1358.32,398936.0,11.52,36.63,51.85,0.96,0.11,0.35,0.5,0.4
9,2559,True,356.58,135.11,88.4,133.07,20013.0,37.89,24.79,37.32,0.13,0.05,0.03,0.05,0.02
25,2559,True,1074.27,373.8,0.0,700.47,84010.0,34.8,0.0,65.2,0.39,0.14,0.0,0.25,0.08
69,2559,True,368.87,32.65,41.3,294.92,51673.0,8.85,11.2,79.95,0.13,0.01,0.02,0.1,0.05
72,2559,True,659.58,257.89,117.02,284.67,80408.0,39.1,17.74,43.16,0.24,0.09,0.04,0.11,0.08
14,2559,True,271.71,61.96,55.17,154.85,86305.0,22.8,20.3,56.99,0.1,0.02,0.02,0.06,0.08
50,2559,True,630.36,117.01,71.9,441.45,79592.0,18.56,11.41,70.03,0.23,0.04,0.03,0.16,0.08
17,2559,True,239.22,36.62,70.87,131.73,75000.0,15.31,29.63,55.07,0.09,0.01,0.03,0.05,0.07
58,2559,True,1163.73,116.62,649.76,397.35,142385.0,10.02,55.83,34.14,0.42,0.04,0.24,0.14,0.14
36,2559,True,667.7,261.33,27.99,378.38,42786.0,39.14,4.19,56.67,0.24,0.1,0.01,0.13,0.04
19,2559,True,2458.33,625.18,612.18,1220.97,227492.0,25.43,24.9,49.67,0.9,0.23,0.22,0.45,0.23
63,2559,True,1009.28,90.87,91.18,827.23,1093053.0,9.0,9.03,81.96,0.37,0.03,0.03,0.31,1.09
47,2559,True,1012.79,227.63,279.22,505.94,11109.0,22.48,27.57,49.96,0.37,0.08,0.1,0.19,0.01
3,2559,True,1679.23,489.97,1189.26,0.0,0.0,29.18,70.82,0.0,0.61,0.18,0.43,0.0,0.0
76,2559,True,747.93,299.68,86.16,362.09,59243.0,40.07,11.52,48.41,0.27,0.11,0.03,0.13,0.06
43,2559,True,456.03,148.12,64.85,243.06,9242.0,32.48,14.22,53.3,0.17,0.05,0.02,0.1,0.01
77,2559,True,396.65,174.88,17.05,204.72,10334.0,44.09,4.3,51.61,0.14,0.06,0.01,0.07,0.01
20,2559,True,1597.6,263.67,178.03,1155.9,26157.0,16.5,11.14,72.35,0.58,0.1,0.06,0.42,0.02
4,2559,True,1676.0,218.35,160.54,1297.11,82912.0,13.03,9.58,77.39,0.61,0.08,0.06,0.47,0.08
62,2559,True,581.24,88.9,279.94,212.4,285197.0,15.29,48.16,36.54,0.21,0.03,0.1,0.08,0.28
16,2559,True,515.73,97.18,76.08,342.47,216965.0,18.84,14.75,66.4,0.19,0.04,0.03,0.12,0.22
74,2559,True,648.05,247.12,82.52,318.41,49108.0,38.13,12.73,49.13,0.24,0.09,0.03,0.12,0.05
5,2559,True,1153.7,252.96,174.65,726.09,642566.0,21.93,15.14,62.94,0.42,0.09,0.06,0.27,0.64
44,2559,True,484.6,165.11,109.58,209.91,23042.0,34.07,22.61,43.32,0.18,0.06,0.04,0.08,0.02
65,2559,True,283.26,84.75,77.7,120.81,193962.0,29.92,27.43,42.65,0.1,0.03,0.03,0.04,0.19
73,2559,True,524.22,192.64,35.0,296.58,67052.0,36.75,6.68,56.58,0.19,0.07,0.01,0.11,0.07
53,2559,True,551.48,156.41,63.32,331.75,18170.0,28.36,11.48,60.16,0.2,0.06,0.02,0.12,0.02
52,2559,True,893.56,187.61,140.1,565.85,6817.0,21.0,15.68,63.33,0.33,0.07,0.05,0.21,0.0
66,2559,True,879.89,87.99,791.9,0.0,0.0,10.0,90.0,0.0,0.32,0.03,0.29,0.0,0.0
32,2559,True,910.84,287.37,26.71,596.76,142252.0,31.55,2.93,65.52,0.33,0.1,0.01,0.22,0.14
37,2559,True,179.96,60.85,70.92,48.19,4127.0,33.81,39.41,26.78,0.07,0.02,0.03,0.02,0.0
75,2559,True,596.68,238.16,252.4,106.12,14718.0,39.91,42.3,17.79,0.22,0.09,0.09,0.04,0.01
24,2559,True,233.0,21.91,52.28,158.81,46400.0,9.4,22.44,68.16,0.09,0.01,0.02,0.06,0.05
68,2559,True,186.78,47.67,0.0,139.11,18291.0,25.52,0.0,74.48,0.07,0.02,0.0,0.05,0.02
12,2559,True,896.88,59.59,487.45,349.84,221900.0,6.64,54.35,39.01,0.33,0.02,0.18,0.13,0.22
55,2559,True,895.87,210.34,296.55,388.98,143660.0,23.48,33.1,43.42,0.33,0.08,0.11,0.14,0.14
33,2559,True,930.42,161.24,4.0,765.18,124955.0,17.33,0.43,82.24,0.34,0.06,0.0,0.28,0.12
7,2559,True,920.64,141.68,39.18,739.78,125622.0,15.39,4.26,80.35,0.34,0.05,0.01,0.28,0.12
40,2559,True,825.24,91.45,251.12,482.67,43317.0,11.08,30.43,58.49,0.3,0.03,0.09,0.18,0.04
39,2559,True,402.67,85.65,135.59,181.43,131.0,21.27,33.67,45.06,0.15,0.03,0.05,0.07,0.0
22,2559,True,1403.25,132.0,94.7,1176.55,33399.0,9.41,6.75,83.84,0.51,0.05,0.03,0.43,0.03
35,2559,True,1127.78,395.81,109.46,622.51,4511.0,35.1,9.71,55.2,0.41,0.14,0.04,0.23,0.0
70,2559,True,1624.59,562.96,673.55,388.08,147645.0,34.65,41.46,23.89,0.59,0.21,0.25,0.13,0.15
71,2559,True,297.52,149.89,58.9,88.73,18448.0,50.38,19.8,29.82,0.11,0.05,0.02,0.04,0.02
2,2559,True,2362.24,298.94,1972.8,90.5,616143.0,12.65,83.51,3.83,0.86,0.11,0.72,0.03,0.61
60,2559,True,193.94,44.3,2.57,147.07,0.0,22.84,1.33,75.83,0.07,0.02,0.0,0.05,0.0
59,2559,True,940.35,113.46,410.67,416.22,279825.0,12.07,43.67,44.26,0.34,0.04,0.15,0.15,0.28
10,2559,True,747.08,166.54,370.17,210.37,93481.0,22.29,49.55,28.16,,,,,
18,2559,True,380.68,22.17,26.7,331.81,142054.0,5.82,7.01,87.16,0.14,0.01,0.01,0.12,0.14
8,2559,True,244.37,46.59,0.0,197.78,28138.0,19.07,0.0,80.93,0.09,0.02,0.0,0.07,0.03
57,2559,True,784.32,161.01,122.9,500.41,92367.0,20.53,15.67,63.8,0.29,0.06,0.04,0.19,0.09
67,2559,True,1034.26,158.95,261.65,613.66,263499.0,15.37,25.3,59.33,0.38,0.06,0.1,0.22,0.26
21,2559,True,1319.49,202.28,85.93,1031.28,2754.0,15.33,6.51,78.16,0.48,0.07,0.03,0.38,0.0
51,2559,True,572.87,349.97,118.53,104.37,24274.0,61.09,20.69,18.22,0.21,0.13,0.04,0.04,0.02
31,2559,True,357.37,114.92,118.09,124.36,12058.0,32.16,33.04,34.8,0.13,0.04,0.04,0.05,0.01
27,2559,True,494.04,224.31,47.04,222.69,20562.0,45.4,9.52,45.08,0.18,0.08,0.02,0.08,0.02
26,2559,True,202.0,68.74,83.27,49.99,45156.0,34.03,41.22,24.75,0.07,0.03,0.03,0.01,0.04
29,2559,True,1622.03,726.76,275.06,620.21,18203.0,44.81,16.96,38.24,0.59,0.27,0.1,0.22,0.02
41,2559,True,450.38,125.62,72.12,252.64,4735.0,27.89,16.01,56.09,0.16,0.05,0.03,0.08,0.0
48,2559,True,321.95,57.01,70.76,194.18,1296.0,17.71,21.98,60.31,0.12,0.02,0.03,0.07,0.0
23,2559,True,1481.72,381.01,516.04,584.67,18634.0,25.71,34.83,39.46,0.54,0.14,0.19,0.21,0.02
6,2559,True,285.49,118.57,107.07,59.85,0.0,41.53,37.5,20.96,0.1,0.04,0.04,0.02,0.0
45,2559,True,1100.47,196.33,274.4,629.74,13277.0,17.84,24.93,57.22,0.4,0.07,0.1,0.23,0.01
38,2559,True,1658.5,525.78,691.9,440.82,42979.0,31.7,41.72,26.58,0.61,0.19,0.25,0.17,0.04
61,2559,True,559.06,91.35,152.21,315.5,356925.0,16.34,27.23,56.43,0.2,0.03,0.06,0.11,0.36
54,2559,True,949.97,209.65,116.53,623.79,134693.0,22.07,12.27,65.66,0.35,0.08,0.04,0.23,0.13
30,2559,True,630.25,197.52,20.0,412.73,56836.0,31.34,3.17,65.49,0.23,0.07,0.01,0.15,0.06
42,2559,True,433.3,88.88,22.17,322.25,23143.0,20.51,5.12,74.37,0.16,0.03,0.01,0.12,0.02
46,2559,True,155.61,39.96,45.66,69.99,0.0,25.68,29.34,44.98,0.06,0.01,0.02,0.03,0.0
64,2560,True,564.0,137.0,178.0,249.0,177984.0,24.29,31.56,44.15,0.21,0.05,0.06,0.1,0.18
1,2560,True,13327.0,2738.0,10589.0,0.0,0.0,20.54,79.46,0.0,4.86,1.0,3.86,0.0,0.0
56,2560,True,810.0,466.0,143.0,201.0,238715.0,57.53,17.65,24.81,0.3,0.17,0.05,0.08,0.24
34,2560,True,952.0,591.0,294.0,67.0,62436.0,62.08,30.88,7.04,0.35,0.22,0.11,0.02,0.06
49,2560,True,395.0,73.0,145.0,177.0,8824.0,18.48,36.71,44.81,0.14,0.03,0.05,0.06,0.0
28,2560,True,1836.0,994.0,606.0,236.0,147745.0,54.14,33.01,12.85,0.67,0.36,0.22,0.09,0.17
13,2560,True,474.0,75.0,259.0,140.0,12580.0,15.82,54.64,29.54,0.17,0.03,0.09,0.05,0.01
15,2560,True,777.0,180.0,240.0,357.0,469703.0,23.17,30.89,45.95,0.28,0.07,0.09,0.12,0.47
11,2560,True,2547.0,476.0,1852.0,219.0,86217.0,18.69,72.71,8.6,0.93,0.17,0.68,0.08,0.09
9,2560,True,320.0,121.0,113.0,86.0,10438.0,37.81,35.31,26.88,0.12,0.04,0.04,0.04,0.01
25,2560,True,1060.0,817.0,60.0,183.0,10530.0,77.08,5.66,17.26,0.39,0.3,0.02,0.07,0.01
69,2560,True,369.0,176.0,19.0,174.0,27963.0,47.7,5.15,47.15,0.13,0.06,0.01,0.06,0.03
72,2560,True,663.0,299.0,130.0,234.0,41196.0,45.1,19.61,35.29,0.24,0.11,0.05,0.08,0.04
14,2560,True,273.0,60.0,117.0,96.0,76036.0,21.98,42.86,35.16,0.1,0.02,0.04,0.04,0.08
50,2560,True,523.0,96.0,122.0,305.0,100030.0,18.36,23.33,58.32,0.19,0.04,0.04,0.11,0.1
17,2560,True,241.0,85.0,70.0,86.0,80146.0,35.27,29.05,35.68,0.09,0.03,0.03,0.03,0.08
58,2560,True,1165.0,234.0,516.0,415.0,114374.0,20.09,44.29,35.62,0.43,0.09,0.19,0.15,0.11
36,2560,True,667.0,252.0,87.0,328.0,50555.0,37.78,13.04,49.18,0.24,0.09,0.03,0.12,0.05
19,2560,True,2458.0,958.0,708.0,792.0,93933.0,38.97,28.8,32.22,0.9,0.35,0.26,0.29,0.09
63,2560,True,982.0,433.0,73.0,476.0,1135120.0,44.09,7.43,48.47,0.36,0.16,0.03,0.17,1.13
47,2560,True,885.0,100.0,419.0,366.0,3193.0,11.3,47.34,41.36,0.32,0.04,0.15,0.13,0.0
3,2560,True,1685.0,384.0,1301.0,0.0,0.0,22.79,77.21,0.0,0.62,0.14,0.48,0.0,0.0
76,2560,True,753.0,284.0,109.0,360.0,48105.0,37.72,14.48,47.81,0.27,0.1,0.04,0.13,0.05
43,2560,True,454.0,153.0,76.0,225.0,9242.0,33.7,16.74,49.56,0.17,0.06,0.03,0.08,0.01
77,2560,True,395.0,170.0,25.0,200.0,11784.0,43.04,6.33,50.63,0.14,0.06,0.01,0.07,0.01
20,2560,True,1501.0,582.0,196.0,723.0,6904.0,38.77,13.06,48.17,0.55,0.21,0.07,0.27,0.0
4,2560,True,1622.0,367.0,283.0,972.0,65669.0,22.63,17.45,59.93,0.59,0.13,0.1,0.36,0.06
62,2560,True,520.0,125.0,278.0,117.0,17273.0,24.04,53.46,22.5,0.19,0.05,0.1,0.04,0.01
16,2560,True,516.0,149.0,100.0,267.0,116265.0,28.88,19.38,51.74,0.19,0.05,0.04,0.01,0.12
74,2560,True,666.0,286.0,74.0,306.0,33632.0,42.94,11.11,45.95,0.24,0.1,0.03,0.11,0.03
5,2560,True,1038.0,264.0,553.0,221.0,312585.0,25.43,53.28,21.29,0.38,0.1,0.2,0.08,0.31
44,2560,True,458.0,171.0,167.0,120.0,10452.0,37.34,36.46,26.2,0.17,0.06,0.06,0.05,0.01
65,2560,True,296.0,95.0,84.0,117.0,130770.0,32.09,28.38,39.53,0.11,0.03,0.03,0.05,0.13
73,2560,True,532.0,192.0,46.0,294.0,19422.0,36.09,8.65,55.26,0.19,0.07,0.02,0.1,0.02
53,2560,True,555.0,139.0,69.0,347.0,18136.0,25.05,12.43,62.52,0.2,0.05,0.03,0.12,0.02
52,2560,True,897.0,208.0,306.0,383.0,6817.0,23.19,34.11,42.7,0.33,0.08,0.11,0.14,0.0
66,2560,True,946.0,86.0,860.0,0.0,0.0,9.09,90.91,0.0,0.35,0.03,0.32,0.0,0.0
32,2560,True,901.0,509.0,136.0,256.0,53729.0,56.49,15.09,28.41,0.33,0.19,0.05,0.09,0.05
37,2560,True,125.0,35.0,74.0,16.0,331.0,28.0,59.2,12.8,0.05,0.01,0.03,0.01,0.0
75,2560,True,611.0,242.0,253.0,116.0,12043.0,39.61,41.41,18.99,0.22,0.09,0.09,0.04,0.01
24,2560,True,497.0,357.0,116.27,23.73,0.0,71.83,23.39,4.77,0.18,0.13,0.04,0.01,0.0
68,2560,True,189.0,96.0,0.0,93.0,9088.0,50.79,0.0,49.21,0.07,0.04,0.0,0.03,0.0
12,2560,True,989.0,228.0,726.0,35.0,163310.0,23.05,73.41,3.54,0.36,0.08,0.26,0.02,0.16
55,2560,True,831.0,395.0,303.0,133.0,22860.0,47.53,36.46,16.0,0.3,0.14,0.11,0.05,0.02
33,2560,True,930.0,454.0,270.0,206.0,47577.0,48.82,29.03,22.15,0.34,0.17,0.1,0.07,0.05
7,2560,True,730.0,247.0,59.0,424.0,171837.0,33.84,8.08,58.08,0.27,0.09,0.02,0.16,0.17
40,2560,True,793.0,101.0,245.0,447.0,12123.0,12.74,30.9,56.37,0.29,0.04,0.09,0.16,0.01
39,2560,True,385.0,95.0,195.0,95.0,22.0,24.68,50.65,24.68,0.14,0.03,0.07,0.04,0.0
22,2560,True,1378.0,317.0,122.0,939.0,5414.0,23.0,8.85,68.14,0.5,0.12,0.04,0.34,0.0
35,2560,True,1118.0,388.0,138.0,592.0,5424.0,34.7,12.34,52.95,0.41,0.14,0.05,0.22,0.0
70,2560,True,1634.0,561.0,688.0,385.0,36035.0,34.33,42.11,23.56,0.6,0.2,0.25,0.15,0.04
71,2560,True,302.0,178.0,66.0,58.0,19155.0,58.94,21.85,19.21,0.11,0.06,0.02,0.03,0.02
2,2560,True,2445.0,502.0,1845.0,98.0,0.0,20.53,75.46,4.01,0.89,0.18,0.67,0.04,0.0
60,2560,True,185.0,52.0,87.0,46.0,0.0,28.11,47.03,24.86,0.07,0.02,0.03,0.02,0.0
59,2560,True,948.0,587.0,12.0,349.0,237409.0,61.92,1.27,36.81,0.35,0.21,0.0,0.14,0.24
10,2560,True,694.0,201.0,448.0,45.0,97158.0,28.96,64.55,6.48,0.25,0.07,0.16,0.02,0.1
18,2560,True,529.0,170.0,43.0,316.0,158059.0,32.14,8.13,59.74,0.19,0.06,0.02,0.11,0.16
8,2560,True,242.0,73.0,63.0,106.0,12216.0,30.17,26.03,43.8,0.09,0.03,0.02,0.04,0.01
57,2560,True,791.0,211.0,136.0,444.0,41655.0,26.68,17.19,56.13,0.29,0.08,0.05,0.16,0.04
67,2560,True,1049.0,452.0,399.0,198.0,68761.0,43.09,38.04,18.88,0.38,0.16,0.15,0.07,0.07
21,2560,True,1276.0,461.0,110.0,705.0,3923.0,36.13,8.62,55.25,0.47,0.17,0.04,0.26,0.0
51,2560,True,576.0,319.0,155.0,102.0,6010.0,55.38,26.91,17.71,0.21,0.12,0.06,0.04,0.0
31,2560,True,498.0,194.0,164.0,140.0,9683.0,38.96,32.93,28.11,0.18,0.07,0.06,0.05,0.01
27,2560,True,487.0,329.0,63.0,95.0,1402.0,67.56,12.94,19.51,0.18,0.12,0.02,0.04,0.0
26,2560,True,275.0,65.0,88.0,122.0,840.0,23.64,32.0,44.36,0.1,0.02,0.03,0.05,0.0
29,2560,True,1601.0,726.0,320.0,555.0,17510.0,45.35,19.99,34.67,0.58,0.26,0.12,0.2,0.02
41,2560,True,440.0,128.0,91.0,221.0,4735.0,29.09,20.68,50.23,0.16,0.05,0.03,0.08,0.0
48,2560,True,313.0,10.0,55.0,248.0,425.0,3.19,17.57,79.23,0.11,0.0,0.02,0.09,0.0
23,2560,True,1465.0,384.0,872.73,208.27,3988.0,26.21,59.57,14.22,0.53,0.14,0.32,0.07,0.0
6,2560,True,288.0,145.0,103.0,40.0,0.0,50.35,35.76,13.89,0.11,0.05,0.04,0.02,0.0
45,2560,True,1096.0,212.0,453.0,431.0,22500.0,19.34,41.33,39.32,0.4,0.08,0.17,0.15,0.02
38,2560,True,1669.0,108.0,1349.0,212.0,2130.0,6.47,80.83,12.7,0.61,0.04,0.49,0.08,0.0
61,2560,True,480.0,176.0,156.0,148.0,164487.0,36.67,32.5,30.83,0.18,0.06,0.06,0.06,0.16
54,2560,True,951.0,294.0,135.0,522.0,102018.0,30.91,14.2,54.89,0.35,0.11,0.05,0.19,0.1
30,2560,True,603.0,194.0,22.0,387.0,80335.0,32.17,3.65,64.18,0.22,0.07,0.01,0.14,0.08
42,2560,True,409.0,93.0,144.0,172.0,11098.0,22.74,35.21,42.05,0.15,0.03,0.05,0.07,0.01
46,2560,True,153.0,15.0,50.0,88.0,352.0,9.8,32.68,57.52,0.06,0.01,0.02,0.03,0.0
64,2561,True,543.12,154.89,171.73,216.5,60261.18,28.52,31.62,39.86,0.2,0.06,0.06,0.08,0.06
1,2561,True,13240.49,2521.87,10718.62,0.0,0.0,19.05,80.95,0.0,4.83,0.92,3.91,0.0,0.0
56,2561,True,822.49,470.14,107.97,244.38,63067.0,57.16,13.13,29.71,0.3,0.17,0.04,0.09,0.06
34,2561,True,984.11,599.14,97.78,287.19,47411.05,60.88,9.94,29.18,0.36,0.22,0.04,0.1,0.05
49,2561,True,417.84,90.95,143.12,183.77,6119.25,21.77,34.25,43.98,0.15,0.03,0.05,0.07,0.0
28,2561,True,1847.6,934.62,533.18,379.8,145381.32,50.59,28.86,20.56,0.67,0.34,0.19,0.14,0.14
13,2561,True,510.8,122.09,266.03,122.68,52721.0,23.9,52.08,24.02,0.19,0.04,0.1,0.05,0.05
15,2561,True,709.24,174.86,192.56,341.82,102444.58,24.65,27.15,48.2,0.26,0.06,0.07,0.13,0.1
11,2561,True,2591.03,280.9,1154.68,1155.45,119611.0,10.84,44.56,44.59,0.95,0.1,0.42,0.43,0.12
9,2561,True,326.33,126.22,104.59,95.52,97.5,38.68,32.05,29.27,0.12,0.05,0.04,0.03,0.0
25,2561,True,1074.62,679.46,141.99,253.17,14012.66,63.23,13.21,23.56,0.39,0.25,0.05,0.09,0.01
69,2561,True,366.92,177.23,26.4,163.29,19538.45,48.3,7.2,44.5,0.13,0.06,0.01,0.06,0.02
72,2561,True,659.06,355.5,75.68,247.99,40029.65,53.94,11.48,37.63,0.24,0.12,0.03,0.09,0.04
14,2561,True,275.18,99.16,80.1,95.92,27644.76,36.03,29.11,34.86,0.1,0.04,0.03,0.03,0.03
50,2561,True,638.55,195.03,98.9,344.62,2014.0,30.54,15.49,53.97,0.23,0.07,0.04,0.12,0.0
17,2561,True,250.91,136.91,106.41,7.59,16200.0,54.57,42.41,3.02,0.09,0.05,0.04,0.0,0.01
58,2561,True,1263.91,310.23,652.16,301.52,90379.6,24.55,51.6,23.86,0.46,0.11,0.24,0.11,0.09
36,2561,True,673.35,266.98,32.23,374.14,26305.91,39.65,4.79,55.56,0.25,0.1,0.01,0.14,0.03
19,2561,True,2480.07,1021.06,577.94,901.07,68180.51,41.17,23.3,36.33,0.91,0.37,0.2,0.34,0.07
63,2561,True,963.03,431.82,73.3,457.91,1169172.3,44.84,7.61,47.55,0.35,0.16,0.03,0.16,1.17
47,2561,True,894.0,122.01,418.91,353.08,11109.0,13.65,46.86,39.49,0.33,0.04,0.15,0.14,0.01
3,2561,True,1691.45,386.17,1305.28,0.0,0.0,22.83,77.17,0.0,0.62,0.14,0.48,0.0,0.0
76,2561,True,745.29,275.25,108.81,361.23,57957.75,36.93,14.6,48.47,0.27,0.1,0.04,0.13,0.06
43,2561,True,456.03,161.23,70.8,224.0,2386.03,35.36,15.53,49.12,0.17,0.06,0.03,0.08,0.0
77,2561,True,393.71,214.79,33.1,145.82,15314.97,54.56,8.41,37.04,0.14,0.08,0.01,0.05,0.01
20,2561,True,1571.73,598.57,176.52,796.64,11047.49,38.08,11.23,50.69,0.57,0.22,0.06,0.29,0.01
4,2561,True,1690.24,508.24,341.06,840.94,38272.0,30.07,20.18,49.75,0.62,0.19,0.12,0.31,0.04
62,2561,True,593.38,159.15,228.35,205.88,19588.0,26.82,38.48,34.7,0.22,0.06,0.08,0.08,0.02
16,2561,True,520.09,242.77,112.6,164.72,105855.45,46.68,21.65,31.67,0.19,0.09,0.04,0.06,0.1
74,2561,True,670.29,315.6,67.74,286.95,21214.48,47.08,10.11,42.81,0.24,0.12,0.02,0.1,0.02
5,2561,True,1176.35,519.65,404.28,252.42,297815.0,44.17,34.37,21.46,0.43,0.19,0.15,0.09,0.3
44,2561,True,484.6,284.99,83.49,116.12,832.95,58.81,17.23,23.96,0.18,0.1,0.03,0.05,0.0
65,2561,True,305.6,108.83,83.63,113.14,132533.94,35.61,27.37,37.02,0.11,0.04,0.03,0.04,0.13
73,2561,True,516.4,197.05,42.2,277.15,6818.31,38.16,8.17,53.67,0.19,0.07,0.02,0.1,0.0
53,2561,True,652.55,142.59,113.4,396.56,78856.5,21.85,17.38,60.77,0.24,0.05,0.04,0.15,0.08
52,2561,True,902.96,280.61,345.0,277.35,0.0,31.08,38.21,30.72,0.33,0.1,0.13,0.1,0.0
66,2561,True,1032.55,103.26,929.29,0.0,0.0,10.0,90.0,0.0,0.38,0.04,0.34,0.0,0.0
32,2561,True,904.62,515.42,84.43,304.77,7452.2,56.98,9.33,33.69,0.33,0.19,0.03,0.11,0.0
37,2561,True,334.64,233.08,0.0,111.56,63.75,69.65,0.0,33.34,0.12,0.08,0.0,0.04,0.0
75,2561,True,557.81,295.42,180.46,81.93,0.0,52.96,32.35,14.69,0.2,0.11,0.07,0.02,0.0
24,2561,True,512.56,355.73,75.35,81.48,9.95,69.4,14.7,15.9,0.19,0.13,0.03,0.03,0.0
68,2561,True,189.06,97.98,0.0,91.08,4361.47,51.82,0.0,48.18,0.07,0.04,0.0,0.03,0.0
12,2561,True,967.8,207.0,537.77,223.03,253046.0,21.39,55.57,23.05,0.35,0.08,0.2,0.07,0.25
55,2561,True,864.61,418.33,328.96,117.32,27380.0,48.38,38.05,13.57,0.32,0.15,0.12,0.05,0.03
33,2561,True,1314.54,685.19,171.0,458.35,9283.76,52.12,13.01,34.87,0.48,0.25,0.06,0.17,0.0
7,2561,True,863.11,383.16,39.97,439.98,246722.16,44.39,4.63,50.98,0.32,0.14,0.01,0.17,0.25
40,2561,True,444.75,116.19,198.14,130.42,6642.07,26.12,44.55,29.32,0.16,0.04,0.07,0.05,0.0
39,2561,True,412.16,101.69,201.02,109.45,0.0,24.67,48.77,26.56,0.15,0.04,0.07,0.04,0.0
22,2561,True,1358.24,447.07,122.0,789.17,72.37,32.92,8.98,58.1,0.5,0.16,0.04,0.3,0.0
35,2561,True,1135.41,465.34,117.69,552.38,4410.12,40.98,10.37,48.65,0.41,0.17,0.04,0.2,0.0
70,2561,True,1656.46,585.97,668.33,402.16,23472.0,35.37,40.35,24.28,0.6,0.21,0.24,0.15,0.02
71,2561,True,310.82,182.58,86.69,41.55,22255.0,58.74,27.89,13.37,0.11,0.07,0.03,0.01,0.02
2,2561,True,2449.77,507.47,1927.3,15.0,0.0,20.72,78.67,0.61,0.89,0.19,0.7,0.0,0.0
60,2561,True,180.92,51.12,100.52,29.28,0.0,28.26,55.56,16.18,0.07,0.02,0.04,0.01,0.0
59,2561,True,918.0,476.8,370.31,70.89,9968.22,51.94,40.34,7.72,0.34,0.17,0.14,0.03,0.01
10,2561,True,677.42,258.93,313.13,105.36,366014.3,38.22,46.22,15.55,0.25,0.09,0.11,0.05,0.37
18,2561,True,593.65,327.92,23.47,242.26,167642.43,55.24,3.95,40.81,0.22,0.12,0.01,0.09,0.17
8,2561,True,244.37,105.6,69.58,69.19,7250.0,43.21,28.47,28.31,0.09,0.04,0.03,0.02,0.0
57,2561,True,636.14,158.43,170.17,307.54,42809.22,24.9,26.75,48.34,0.23,0.06,0.06,0.11,0.04
67,2561,True,1088.27,477.3,478.0,132.97,116210.1,43.86,43.92,12.22,0.4,0.17,0.17,0.06,0.12
21,2561,True,1278.5,478.14,82.4,717.96,4209.45,37.4,6.45,56.16,0.47,0.17,0.03,0.27,0.0
51,2561,True,581.24,376.57,128.21,76.46,0.0,64.79,22.06,13.15,0.21,0.14,0.05,0.02,0.0
31,2561,True,500.57,231.12,132.37,137.08,6774.3,46.17,26.44,27.38,0.18,0.08,0.05,0.05,0.0
27,2561,True,496.62,290.01,86.9,119.71,498.72,58.4,17.5,24.1,0.18,0.11,0.03,0.04,0.0
26,2561,True,361.89,209.78,45.13,106.98,14.89,57.97,12.47,29.56,0.13,0.08,0.02,0.03,0.0
29,2561,True,1632.56,889.68,236.21,506.67,13398.64,54.5,14.47,31.04,0.6,0.32,0.09,0.19,0.01
41,2561,True,439.14,155.29,76.67,207.18,3728.25,35.36,17.46,47.18,0.16,0.06,0.03,0.07,0.0
48,2561,True,316.49,48.95,55.9,211.64,1296.0,15.47,17.66,66.87,0.12,0.02,0.02,0.08,0.0
23,2561,True,1800.67,1038.29,503.49,258.89,158.28,57.66,27.96,14.38,0.66,0.38,0.18,0.1,0.0
6,2561,True,285.49,159.1,107.75,18.64,0.0,55.73,37.74,6.53,0.1,0.06,0.04,0.0,0.0
45,2561,True,972.54,248.61,407.13,316.8,812.0,25.56,41.86,32.57,0.35,0.09,0.15,0.11,0.0
38,2561,True,1655.31,399.12,1040.8,215.39,0.0,24.11,62.88,13.01,0.6,0.15,0.38,0.07,0.0
