province_code,year_be,has_actual_data,generated_ton_day,recycled_ton_day,disposed_correct_ton_day,disposed_incorrect_ton_day,residual_ton,pct_recycled,pct_disposed_correct,pct_disposed_incorrect,generated_million_ton_yr,recycled_million_ton_yr,disposed_correct_million_ton_yr,disposed_incorrect_million_ton_yr,residual_million_ton_yr
50,2568,True,664.0,318.0,185.0,161.0,35000.0,47.89,27.86,24.25,0.24,0.12,0.07,0.06,0.04
17,2568,True,242.0,107.0,54.0,81.0,16618.0,44.21,22.31,33.47,0.09,0.04,0.02,0.03,0.02
58,2568,True,1371.0,329.0,736.0,306.0,177503.0,24.0,53.68,22.32,0.5,0.12,0.27,0.11,0.18
36,2568,True,689.0,490.0,3.0,196.0,43836.0,71.12,0.44,28.45,0.25,0.18,0.0,0.07,0.04
19,2568,True,2458.0,1129.0,578.0,751.0,572061.0,45.93,23.52,30.55,0.9,0.41,0.21,0.27,0.57
63,2568,True,1350.0,654.0,32.0,664.0,1877142.0,48.44,2.37,49.19,0.49,0.24,0.01,0.24,1.88
47,2568,True,850.0,402.0,320.0,128.0,750.0,47.29,37.65,15.06,0.31,0.15,0.12,0.05,0.0
3,2568,True,2173.0,473.0,1700.0,0.0,0.0,21.77,78.23,0.0,0.79,0.17,0.62,0.0,0.0
76,2568,True,788.0,450.0,123.0,215.0,39260.0,57.11,15.61,27.28,0.29,0.16,0.04,0.08,0.04
43,2568,True,246.0,164.0,55.0,27.0,217.0,66.67,22.36,10.98,0.09,0.06,0.02,0.01,0.0
77,2568,True,330.0,180.0,87.0,63.0,3292.0,54.55,26.36,19.09,0.12,0.07,0.03,0.02,0.0
20,2568,True,1226.0,582.0,141.0,503.0,11042.0,47.47,11.5,41.03,0.45,0.21,0.05,0.18,0.01
4,2568,True,2148.0,567.0,928.0,653.0,21486.0,26.4,43.2,30.4,0.78,0.21,0.34,0.24,0.02
62,2568,True,590.0,201.0,261.0,128.0,35107.0,34.07,44.24,21.69,0.22,0.07,0.1,0.05,0.04
16,2568,True,493.0,140.0,0.0,353.0,349139.0,28.4,0.0,71.6,0.18,0.05,0.0,0.13,0.35
74,2568,True,700.0,430.0,86.0,183.0,15992.0,61.43,12.29,26.14,0.26,0.16,0.03,0.07,0.02
5,2568,True,1136.0,338.0,113.0,685.0,941455.0,29.75,9.95,60.3,0.41,0.12,0.04,0.25,0.94
44,2568,True,300.0,181.0,0.0,119.0,8119.0,60.33,0.0,39.67,,,,,
65,2568,True,320.0,124.0,53.0,143.0,133618.0,38.75,16.56,44.69,0.12,0.05,0.02,0.05,0.13
73,2568,True,520.0,300.0,0.0,220.0,105077.0,57.69,0.0,42.31,0.19,0.11,0.0,0.08,0.11
53,2568,True,285.0,112.0,80.0,93.0,3750.0,39.3,28.07,32.63,0.1,0.04,0.03,0.03,0.0
52,2568,True,812.0,453.0,248.0,111.0,0.0,55.79,30.54,13.67,0.3,0.17,0.09,0.04,0.0
66,2568,True,1320.0,120.0,1200.0,0.0,0.0,9.09,90.91,0.0,0.48,0.04,0.44,0.0,0.0
32,2568,True,571.0,352.0,109.0,110.0,1464831.0,61.65,19.09,19.26,0.21,0.13,0.04,0.04,1.46
37,2568,True,297.0,179.0,0.0,118.0,292333.0,60.27,0.0,39.73,0.11,0.07,0.0,0.04,0.29
75,2568,True,583.0,343.0,215.0,24.0,0.0,58.83,36.88,4.12,0.21,0.13,0.08,0.01,0.0
24,2568,True,448.0,224.0,73.0,151.0,6390.0,50.0,16.29,33.71,0.16,0.08,0.03,0.06,0.01
68,2568,True,238.0,120.0,0.0,118.0,27427.0,50.42,0.0,49.58,0.09,0.04,0.0,0.04,0.03
12,2568,True,1672.0,573.0,1070.0,29.0,0.0,34.27,64.0,1.73,0.61,0.21,0.39,0.01,0.0
55,2568,True,896.0,254.0,356.0,286.0,104972.0,28.35,39.73,31.92,0.33,0.09,0.13,0.1,0.1
33,2568,True,954.0,605.0,103.0,246.0,62355.0,63.42,10.8,25.79,0.35,0.22,0.04,0.09,0.06
7,2568,True,692.0,170.0,0.0,522.0,256586.0,24.57,0.0,75.43,0.25,0.06,0.0,0.19,0.26
40,2568,True,353.0,68.0,240.0,45.0,2357.0,19.26,67.99,12.75,0.13,0.02,0.09,0.02,0.0
39,2568,True,308.0,136.0,138.0,34.0,0.0,44.16,44.81,11.04,0.11,0.05,0.05,0.01,0.0
22,2568,True,692.0,402.0,172.0,118.0,9988.0,58.09,24.86,17.05,0.25,0.15,0.06,0.04,0.01
35,2568,True,844.0,472.0,155.0,217.0,3588.0,55.92,18.36,25.71,0.31,0.17,0.06,0.08,0.0
70,2568,True,1591.0,694.0,457.0,440.0,169816.0,43.62,28.72,27.66,0.58,0.25,0.17,0.16,0.17
71,2568,True,370.0,220.0,103.0,47.0,0.0,59.46,27.84,12.7,0.14,0.08,0.04,0.02,0.0
2,2568,True,3200.0,456.0,1840.0,904.0,13000000.0,14.25,57.5,28.25,1.17,0.17,0.67,0.33,13.0
60,2568,True,179.0,52.0,124.0,3.0,0.0,29.05,69.27,1.68,0.07,0.02,0.05,0.0,0.0
59,2568,True,1018.0,415.0,603.0,0.0,10680.0,40.77,59.23,0.0,,,,,
10,2568,True,623.0,164.0,334.0,125.0,82823.0,26.32,53.61,20.06,0.23,0.06,0.12,0.05,0.08
18,2568,True,534.0,292.0,6.0,236.0,200800.0,54.68,1.12,44.19,0.19,0.11,0.0,0.09,0.2
8,2568,True,166.0,47.0,80.0,39.0,10878.0,28.31,48.19,23.49,0.06,0.02,0.03,0.01,0.01
57,2568,True,881.0,535.0,232.0,114.0,120008.0,60.73,26.33,12.94,0.32,0.2,0.08,0.04,0.12
67,2568,True,1368.0,587.0,0.0,781.0,796755.0,42.91,0.0,57.09,0.5,0.21,0.0,0.29,0.8
21,2568,True,1215.0,820.0,71.0,324.0,190.0,67.49,5.84,26.67,0.44,0.3,0.03,0.12,0.0
51,2568,True,539.0,330.0,170.0,39.0,113000.0,61.22,31.54,7.24,0.2,0.12,0.06,0.01,0.11
31,2568,True,487.0,205.0,143.0,139.0,7932.0,42.09,29.36,28.54,0.18,0.07,0.05,0.05,0.01
27,2568,True,330.0,156.0,97.0,77.0,208178.0,47.27,29.39,23.33,0.12,0.06,0.04,0.03,0.21
26,2568,True,206.0,112.0,50.0,44.0,60000.0,54.37,24.27,21.36,0.08,0.04,0.02,0.02,0.06
29,2568,True,1580.0,797.0,427.0,356.0,6773.0,50.44,27.03,22.53,0.58,0.29,0.16,0.13,0.01
41,2568,True,419.0,251.0,78.0,90.0,0.0,59.9,18.62,21.48,0.15,0.09,0.03,0.03,0.0
48,2568,True,205.0,120.0,60.0,25.0,0.0,58.54,29.27,12.2,0.07,0.04,0.02,0.01,0.0
23,2568,True,1397.0,802.0,481.0,114.0,56291.0,57.41,34.43,8.16,0.51,0.29,0.18,0.04,0.06
6,2568,True,223.0,62.0,130.0,31.0,63500.0,27.8,58.3,13.9,0.08,0.02,0.05,0.01,0.06
45,2568,True,919.0,450.0,225.0,244.0,20000.0,48.97,24.48,26.55,0.34,0.16,0.08,0.09,0.02
38,2568,True,1523.0,550.0,790.0,183.0,450.0,36.11,51.87,12.02,0.56,0.2,0.29,0.07,0.0
61,2568,True,469.0,110.0,270.0,89.0,31650.0,23.45,57.57,18.98,0.17,0.04,0.1,0.03,0.03
54,2568,True,901.0,409.0,176.0,316.0,26000.0,45.39,19.53,35.07,0.33,0.15,0.06,0.12,0.03
30,2568,True,654.0,320.0,1.0,333.0,408639.0,48.93,0.15,50.92,0.24,0.12,0.0,0.12,0.41
42,2568,True,290.0,80.0,166.0,44.0,145.0,27.59,57.24,15.17,,,,,
46,2568,True,345.0,176.0,35.0,134.0,0.0,51.01,10.14,38.84,0.13,0.06,0.01,0.05,0.0
64,2569,False,,,,,,,,,,,,,
1,2569,False,,,,,,,,,,,,,
56,2569,False,,,,,,,,,,,,,
34,2569,False,,,,,,,,,,,,,
49,2569,False,,,,,,,,,,,,,
28,2569,False,,,,,,,,,,,,,
13,2569,False,,,,,,,,,,,,,
15,2569,False,,,,,,,,,,,,,
11,2569,False,,,,,,,,,,,,,
9,2569,False,,,,,,,,,,,,,
25,2569,False,,,,,,,,,,,,,
69,2569,False,,,,,,,,,,,,,
72,2569,False,,,,,,,,,,,,,
14,2569,False,,,,,,,,,,,,,
50,2569,False,,,,,,,,,,,,,
17,2569,False,,,,,,,,,,,,,
58,2569,False,,,,,,,,,,,,,
36,2569,False,,,,,,,,,,,,,
19,2569,False,,,,,,,,,,,,,
63,2569,False,,,,,,,,,,,,,
47,2569,False,,,,,,,,,,,,,
3,2569,False,,,,,,,,,,,,,
76,2569,False,,,,,,,,,,,,,
43,2569,False,,,,,,,,,,,,,
77,2569,False,,,,,,,,,,,,,
20,2569,False,,,,,,,,,,,,,
4,2569,False,,,,,,,,,,,,,
62,2569,False,,,,,,,,,,,,,
16,2569,False,,,,,,,,,,,,,
74,2569,False,,,,,,,,,,,,,
5,2569,False,,,,,,,,,,,,,
44,2569,False,,,,,,,,,,,,,
65,2569,False,,,,,,,,,,,,,
73,2569,False,,,,,,,,,,,,,
53,2569,False,,,,,,,,,,,,,
52,2569,False,,,,,,,,,,,,,
66,2569,False,,,,,,,,,,,,,
32,2569,False,,,,,,,,,,,,,
37,2569,False,,,,,,,,,,,,,
75,2569,False,,,,,,,,,,,,,
24,2569,False,,,,,,,,,,,,,
68,2569,False,,,,,,,,,,,,,
12,2569,False,,,,,,,,,,,,,
55,2569,False,,,,,,,,,,,,,
33,2569,False,,,,,,,,,,,,,
7,2569,False,,,,,,,,,,,,,
40,2569,False,,,,,,,,,,,,,
39,2569,False,,,,,,,,,,,,,
22,2569,False,,,,,,,,,,,,,
35,2569,False,,,,,,,,,,,,,
70,2569,False,,,,,,,,,,,,,
71,2569,False,,,,,,,,,,,,,
2,2569,False,,,,,,,,,,,,,
60,2569,False,,,,,,,,,,,,,
59,2569,False,,,,,,,,,,,,,
10,2569,False,,,,,,,,,,,,,
18,2569,False,,,,,,,,,,,,,
8,2569,False,,,,,,,,,,,,,
57,2569,False,,,,,,,,,,,,,
67,2569,False,,,,,,,,,,,,,
21,2569,False,,,,,,,,,,,,,
51,2569,False,,,,,,,,,,,,,
31,2569,False,,,,,,,,,,,,,
27,2569,False,,,,,,,,,,,,,
26,2569,False,,,,,,,,,,,,,
29,2569,False,,,,,,,,,,,,,
41,2569,False,,,,,,,,,,,,,
48,2569,False,,,,,,,,,,,,,
23,2569,False,,,,,,,,,,,,,
6,2569,False,,,,,,,,,,,,,
45,2569,False,,,,,,,,,,,,,
38,2569,False,,,,,,,,,,,,,
61,2569,False,,,,,,,,,,,,,
54,2569,False,,,,,,,,,,,,,
30,2569,False,,,,,,,,,,,,,
42,2569,False,,,,,,,,,,,,,
46,2569,False,,,,,,,,,,,,,
64,2570,False,,,,,,,,,,,,,
1,2570,False,,,,,,,,,,,,,
56,2570,False,,,,,,,,,,,,,
34,2570,False,,,,,,,,,,,,,
49,2570,False,,,,,,,,,,,,,
28,2570,False,,,,,,,,,,,,,
13,2570,False,,,,,,,,,,,,,
15,2570,False,,,,,,,,,,,,,
11,2570,False,,,,,,,,,,,,,
9,2570,False,,,,,,,,,,,,,
25,2570,False,,,,,,,,,,,,,
69,2570,False,,,,,,,,,,,,,
72,2570,False,,,,,,,,,,,,,
14,2570,False,,,,,,,,,,,,,
50,2570,False,,,,,,,,,,,,,
17,2570,False,,,,,,,,,,,,,
58,2570,False,,,,,,,,,,,,,
36,2570,False,,,,,,,,,,,,,
19,2570,False,,,,,,,,,,,,,
63,2570,False,,,,,,,,,,,,,
47,2570,False,,,,,,,,,,,,,
3,2570,False,,,,,,,,,,,,,
76,2570,False,,,,,,,,,,,,,
43,2570,False,,,,,,,,,,,,,
77,2570,False,,,,,,,,,,,,,
20,2570,False,,,,,,,,,,,,,
4,2570,False,,,,,,,,,,,,,
62,2570,False,,,,,,,,,,,,,
16,2570,False,,,,,,,,,,,,,
74,2570,False,,,,,,,,,,,,,
5,2570,False,,,,,,,,,,,,,
44,2570,False,,,,,,,,,,,,,
65,2570,False,,,,,,,,,,,,,
73,2570,False,,,,,,,,,,,,,
53,2570,False,,,,,,,,,,,,,
52,2570,False,,,,,,,,,,,,,
66,2570,False,,,,,,,,,,,,,
32,2570,False,,,,,,,,,,,,,
37,2570,False,,,,,,,,,,,,,
75,2570,False,,,,,,,,,,,,,
24,2570,False,,,,,,,,,,,,,
68,2570,False,,,,,,,,,,,,,
12,2570,False,,,,,,,,,,,,,
55,2570,False,,,,,,,,,,,,,
33,2570,False,,,,,,,,,,,,,
7,2570,False,,,,,,,,,,,,,
40,2570,False,,,,,,,,,,,,,
39,2570,False,,,,,,,,,,,,,
22,2570,False,,,,,,,,,,,,,
35,2570,False,,,,,,,,,,,,,
70,2570,False,,,,,,,,,,,,,
71,2570,False,,,,,,,,,,,,,
2,2570,False,,,,,,,,,,,,,
60,2570,False,,,,,,,,,,,,,
59,2570,False,,,,,,,,,,,,,
10,2570,False,,,,,,,,,,,,,
18,2570,False,,,,,,,,,,,,,
8,2570,False,,,,,,,,,,,,,
57,2570,False,,,,,,,,,,,,,
67,2570,False,,,,,,,,,,,,,
21,2570,False,,,,,,,,,,,,,
51,2570,False,,,,,,,,,,,,,
31,2570,False,,,,,,,,,,,,,
27,2570,False,,,,,,,,,,,,,
26,2570,False,,,,,,,,,,,,,
29,2570,False,,,,,,,,,,,,,
41,2570,False,,,,,,,,,,,,,
48,2570,False,,,,,,,,,,,,,
23,2570,False,,,,,,,,,,,,,
6,2570,False,,,,,,,,,,,,,
45,2570,False,,,,,,,,,,,,,
38,2570,False,,,,,,,,,,,,,
61,2570,False,,,,,,,,,,,,,
54,2570,False,,,,,,,,,,,,,
30,2570,False,,,,,,,,,,,,,
42,2570,False,,,,,,,,,,,,,
46,2570,False,,,,,,,,,,,,,
